id,studentNumber,firstName,lastName,email,password,formationId 
878,STU00878,Oussama,El Harrak,oussama.elharrak878@univ.dz,password123,24
879,STU00879,Hajar,Skalli,hajar.skalli879@univ.dz,password123,25
880,STU00880,Loubna,Naciri,loubna.naciri880@univ.dz,password123,26
881,STU00881,Adil,Bouhaj,adil.bouhaj881@univ.dz,password123,27
882,STU00882,Zineb,Makhloufi,zineb.makhloufi882@univ.dz,password123,28
883,STU00883,Chaimae,El Omari,chaimae.elomari883@univ.dz,password123,29
884,STU00884,Bassam,Dahbi,bassam.dahbi884@univ.dz,password123,30
885,STU00885,Oussama,Meziane,oussama.meziane885@univ.dz,password123,31
886,STU00886,Abdellah,Fikri,abdellah.fikri886@univ.dz,password123,32
887,STU00887,Abir,Tazi,abir.tazi887@univ.dz,password123,33
888,STU00888,Kamal,Amiri,kamal.amiri888@univ.dz,password123,34
889,STU00889,Siham,Benjelloun,siham.benjelloun889@univ.dz,password123,35
890,STU00890,Naima,Bouzid,naima.bouzid890@univ.dz,password123,36
891,STU00891,Ghali,El Maachi,ghali.elmaachi891@univ.dz,password123,37
892,STU00892,Malika,El Amrani,malika.elamrani892@univ.dz,password123,38
893,STU00893,Amine,Ibrahimi,amine.ibrahimi893@univ.dz,password123,39
894,STU00894,Bilal,Bensaid,bilal.bensaid894@univ.dz,password123,40
895,STU00895,Soukaina,Berrada,soukaina.berrada895@univ.dz,password123,41
896,STU00896,Siham,El Harrak,siham.elharrak896@univ.dz,password123,42
897,STU00897,Chafik,Bouzid,chafik.bouzid897@univ.dz,password123,43
898,STU00898,Manal,Yaacoubi,manal.yaacoubi898@univ.dz,password123,44
899,STU00899,Aymane,Loudiyi,aymane.loudiyi899@univ.dz,password123,45
900,STU00900,Youssef,El Maachi,youssef.elmaachi900@univ.dz,password123,1
901,STU00901,Elias,Daoudi,elias.daoudi901@univ.dz,password123,2
902,STU00902,Yasmine,Sabri,yasmine.sabri902@univ.dz,password123,3
903,STU00903,Jamila,Ziani,jamila.ziani903@univ.dz,password123,4
904,STU00904,Touria,Mansouri,touria.mansouri904@univ.dz,password123,5
905,STU00905,Tarik,Ennaji,tarik.ennaji905@univ.dz,password123,6
906,STU00906,Jamila,Benkirane,jamila.benkirane906@univ.dz,password123,7
907,STU00907,Asmae,El Fassi,asmae.elfassi907@univ.dz,password123,8
908,STU00908,Taha,Zaidi,taha.zaidi908@univ.dz,password123,9
909,STU00909,Btissam,Soussi,btissam.soussi909@univ.dz,password123,10
910,STU00910,Fouad,Rhazi,fouad.rhazi910@univ.dz,password123,11
911,STU00911,Ilham,Tadlaoui,ilham.tadlaoui911@univ.dz,password123,12
912,STU00912,Touria,Soussi,touria.soussi912@univ.dz,password123,13
913,STU00913,Meryem,Hajji,meryem.hajji913@univ.dz,password123,14
914,STU00914,Najat,Touimi,najat.touimi914@univ.dz,password123,15
915,STU00915,Sara,Ouazzani,sara.ouazzani915@univ.dz,password123,16
916,STU00916,Wafaa,Bennani,wafaa.bennani916@univ.dz,password123,17
917,STU00917,Mohamed,Nejjar,mohamed.nejjar917@univ.dz,password123,18
918,STU00918,Ali,Meziane,ali.meziane918@univ.dz,password123,19
919,STU00919,Najat,Boutaleb,najat.boutaleb919@univ.dz,password123,20
920,STU00920,Ismail,Naciri,ismail.naciri920@univ.dz,password123,21
921,STU00921,Nabil,Saadi,nabil.saadi921@univ.dz,password123,22
922,STU00922,Fatiha,Kettani,fatiha.kettani922@univ.dz,password123,23
923,STU00923,Nisrine,Boutaleb,nisrine.boutaleb923@univ.dz,password123,24
924,STU00924,Wijdan,Bouzid,wijdan.bouzid924@univ.dz,password123,25
925,STU00925,Wijdan,Ibrahimi,wijdan.ibrahimi925@univ.dz,password123,26
926,STU00926,Sanaa,Bouzid,sanaa.bouzid926@univ.dz,password123,27
927,STU00927,Siham,Ibrahimi,siham.ibrahimi927@univ.dz,password123,28
928,STU00928,Adnane,Ennaji,adnane.ennaji928@univ.dz,password123,29
929,STU00929,Ayoub,Rachidi,ayoub.rachidi929@univ.dz,password123,30
930,STU00930,Othmane,Dahbi,othmane.dahbi930@univ.dz,password123,31
931,STU00931,Fouad,Skalli,fouad.skalli931@univ.dz,password123,32
932,STU00932,Bassam,Chaoui,bassam.chaoui932@univ.dz,password123,33
933,STU00933,Salma,Qorchi,salma.qorchi933@univ.dz,password123,34
934,STU00934,Chadi,Berrada,chadi.berrada934@univ.dz,password123,35
935,STU00935,Sanaa,Dahbi,sanaa.dahbi935@univ.dz,password123,36
936,STU00936,Soukaina,El Kadiri,soukaina.elkadiri936@univ.dz,password123,37
937,STU00937,Hiba,Qorchi,hiba.qorchi937@univ.dz,password123,38
938,STU00938,Abderrahim,El Harrak,abderrahim.elharrak938@univ.dz,password123,39
939,STU00939,Abdelkader,Rachidi,abdelkader.rachidi939@univ.dz,password123,40
940,STU00940,Brahim,Dahbi,brahim.dahbi940@univ.dz,password123,41
941,STU00941,Sanaa,Daoudi,sanaa.daoudi941@univ.dz,password123,42
942,STU00942,Othmane,Mansouri,othmane.mansouri942@univ.dz,password123,43
943,STU00943,Chakib,Zeroual,chakib.zeroual943@univ.dz,password123,44
944,STU00944,Brahim,Nejjar,brahim.nejjar944@univ.dz,password123,45
945,STU00945,Ouafa,Rahmani,ouafa.rahmani945@univ.dz,password123,1
946,STU00946,Soufiane,Soussi,soufiane.soussi946@univ.dz,password123,2
947,STU00947,Ouafa,Skalli,ouafa.skalli947@univ.dz,password123,3
948,STU00948,Fares,Jazouli,fares.jazouli948@univ.dz,password123,4
949,STU00949,Zahra,Prefsi,zahra.prefsi949@univ.dz,password123,5
950,STU00950,Chaimae,Makhloufi,chaimae.makhloufi950@univ.dz,password123,6
951,STU00951,Rachida,Oukacha,rachida.oukacha951@univ.dz,password123,7
952,STU00952,Oumayma,Wahbi,oumayma.wahbi952@univ.dz,password123,8
953,STU00953,Nassim,El Baz,nassim.elbaz953@univ.dz,password123,9
954,STU00954,Idriss,Yaacoubi,idriss.yaacoubi954@univ.dz,password123,10
955,STU00955,Zainab,Mansouri,zainab.mansouri955@univ.dz,password123,11
956,STU00956,Radouane,Lachgar,radouane.lachgar956@univ.dz,password123,12
957,STU00957,Marouane,Zaidi,marouane.zaidi957@univ.dz,password123,13
958,STU00958,Abir,Jouahri,abir.jouahri958@univ.dz,password123,14
959,STU00959,Sami,Doukkali,sami.doukkali959@univ.dz,password123,15
960,STU00960,Nassim,Ennaji,nassim.ennaji960@univ.dz,password123,16
961,STU00961,Hafid,Laaroussi,hafid.laaroussi961@univ.dz,password123,17
962,STU00962,Samira,Hajji,samira.hajji962@univ.dz,password123,18
963,STU00963,Dina,Guessous,dina.guessous963@univ.dz,password123,19
964,STU00964,Fatiha,Tahiri,fatiha.tahiri964@univ.dz,password123,20
965,STU00965,Zakaria,Tahiri,zakaria.tahiri965@univ.dz,password123,21
966,STU00966,Basma,Mernissi,basma.mernissi966@univ.dz,password123,22
967,STU00967,Oumaima,Oulhaj,oumaima.oulhaj967@univ.dz,password123,23
968,STU00968,Mounir,Ismaili,mounir.ismaili968@univ.dz,password123,24
969,STU00969,Lina,Hassani,lina.hassani969@univ.dz,password123,25
970,STU00970,Rachida,Kettani,rachida.kettani970@univ.dz,password123,26
971,STU00971,Rania,Skalli,rania.skalli971@univ.dz,password123,27
972,STU00972,Manal,Daoudi,manal.daoudi972@univ.dz,password123,28
973,STU00973,Nabil,Rachidi,nabil.rachidi973@univ.dz,password123,29
974,STU00974,Rajae,Amiri,rajae.amiri974@univ.dz,password123,30
975,STU00975,Latifa,Nejjar,latifa.nejjar975@univ.dz,password123,31
976,STU00976,Chaima,Touimi,chaima.touimi976@univ.dz,password123,32
977,STU00977,El Mehdi,Ziani,elmehdi.ziani977@univ.dz,password123,33
978,STU00978,Zainab,Nejjar,zainab.nejjar978@univ.dz,password123,34
979,STU00979,Ouafa,Mernissi,ouafa.mernissi979@univ.dz,password123,35
980,STU00980,Malika,Lachgar,malika.lachgar980@univ.dz,password123,36
981,STU00981,Hachem,Khaldi,hachem.khaldi981@univ.dz,password123,37
982,STU00982,El Mehdi,Idrissi,elmehdi.idrissi982@univ.dz,password123,38
983,STU00983,Achraf,El Omari,achraf.elomari983@univ.dz,password123,39
984,STU00984,Fouad,Oulhaj,fouad.oulhaj984@univ.dz,password123,40
985,STU00985,Yasmine,Raji,yasmine.raji985@univ.dz,password123,41
986,STU00986,Walid,Ibrahimi,walid.ibrahimi986@univ.dz,password123,42
987,STU00987,Chaima,El Kadiri,chaima.elkadiri987@univ.dz,password123,43
988,STU00988,Oussama,Zaidi,oussama.zaidi988@univ.dz,password123,44
989,STU00989,Fayçal,Alaoui,fayçal.alaoui989@univ.dz,password123,45
990,STU00990,Lamrani,Sabri,lamrani.sabri990@univ.dz,password123,1
991,STU00991,Abir,Filali,abir.filali991@univ.dz,password123,2
992,STU00992,Layla,Dahbi,layla.dahbi992@univ.dz,password123,3
993,STU00993,Btissam,Bensaid,btissam.bensaid993@univ.dz,password123,4
994,STU00994,Yahya,Nejjar,yahya.nejjar994@univ.dz,password123,5
995,STU00995,Karim,Mansouri,karim.mansouri995@univ.dz,password123,6
996,STU00996,Dina,Bouazzaoui,dina.bouazzaoui996@univ.dz,password123,7
997,STU00997,Lina,Hajji,lina.hajji997@univ.dz,password123,8
998,STU00998,Lahcen,Bouazzaoui,lahcen.bouazzaoui998@univ.dz,password123,9
999,STU00999,Ikram,Benkirane,ikram.benkirane999@univ.dz,password123,10
1000,STU01000,Lamrani,Belkadi,lamrani.belkadi1000@univ.dz,password123,11
1001,STU01001,Soufiane,Zaki,soufiane.zaki1001@univ.dz,password123,12
1002,STU01002,Loubna,El Maachi,loubna.elmaachi1002@univ.dz,password123,13
1003,STU01003,Ayoub,Bensaid,ayoub.bensaid1003@univ.dz,password123,14
1004,STU01004,Chakib,Benkirane,chakib.benkirane1004@univ.dz,password123,15
1005,STU01005,Rajae,Dahbi,rajae.dahbi1005@univ.dz,password123,16
1006,STU01006,Mohamed,Wahbi,mohamed.wahbi1006@univ.dz,password123,17
1007,STU01007,Chakib,Zerhouni,chakib.zerhouni1007@univ.dz,password123,18
1008,STU01008,Lamrani,Meziane,lamrani.meziane1008@univ.dz,password123,19
1009,STU01009,Abdelkader,Khaldi,abdelkader.khaldi1009@univ.dz,password123,20
1010,STU01010,Malika,Kadmiri,malika.kadmiri1010@univ.dz,password123,21
1011,STU01011,Fares,El Moussaoui,fares.elmoussaoui1011@univ.dz,password123,22
1012,STU01012,Kawtar,Bachiri,kawtar.bachiri1012@univ.dz,password123,23
1013,STU01013,Nisrine,Benjelloun,nisrine.benjelloun1013@univ.dz,password123,24
1014,STU01014,Zineb,Mouline,zineb.mouline1014@univ.dz,password123,25
1015,STU01015,Khadija,Sabri,khadija.sabri1015@univ.dz,password123,26
1016,STU01016,Abir,Hajji,abir.hajji1016@univ.dz,password123,27
1017,STU01017,Rania,Chami,rania.chami1017@univ.dz,password123,28
1018,STU01018,Hicham,Jaidi,hicham.jaidi1018@univ.dz,password123,29
1019,STU01019,Iman,Bekkali,iman.bekkali1019@univ.dz,password123,30
1020,STU01020,Karima,El Moussaoui,karima.elmoussaoui1020@univ.dz,password123,31
1021,STU01021,Bassam,Mansouri,bassam.mansouri1021@univ.dz,password123,32
1022,STU01022,Siham,Ismaili,siham.ismaili1022@univ.dz,password123,33
1023,STU01023,Youssef,Fikri,youssef.fikri1023@univ.dz,password123,34
1024,STU01024,Rajae,El Moussaoui,rajae.elmoussaoui1024@univ.dz,password123,35
1025,STU01025,Ghizlane,Zeroual,ghizlane.zeroual1025@univ.dz,password123,36
1026,STU01026,Hicham,Mouline,hicham.mouline1026@univ.dz,password123,37
1027,STU01027,Bassam,Daoudi,bassam.daoudi1027@univ.dz,password123,38
1028,STU01028,Ayoub,Mouline,ayoub.mouline1028@univ.dz,password123,39
1029,STU01029,Nabil,Hassani,nabil.hassani1029@univ.dz,password123,40
1030,STU01030,Saida,Yaacoubi,saida.yaacoubi1030@univ.dz,password123,41
1031,STU01031,Said,Doukkali,said.doukkali1031@univ.dz,password123,42
1032,STU01032,Youssef,Lamrani,youssef.lamrani1032@univ.dz,password123,43
1033,STU01033,Basma,Alaoui,basma.alaoui1033@univ.dz,password123,44
1034,STU01034,Ikram,Bensaid,ikram.bensaid1034@univ.dz,password123,45
1035,STU01035,Hajar,Ouladali,hajar.ouladali1035@univ.dz,password123,1
1036,STU01036,Noureddine,Fikri,noureddine.fikri1036@univ.dz,password123,2
1037,STU01037,Said,Yaacoubi,said.yaacoubi1037@univ.dz,password123,3
1038,STU01038,Lina,Wahbi,lina.wahbi1038@univ.dz,password123,4
1039,STU01039,Noureddine,Zaidi,noureddine.zaidi1039@univ.dz,password123,5
1040,STU01040,Badr,Abouzaid,badr.abouzaid1040@univ.dz,password123,6
1041,STU01041,Chakib,Bachiri,chakib.bachiri1041@univ.dz,password123,7
1042,STU01042,Khalid,Yamani,khalid.yamani1042@univ.dz,password123,8
1043,STU01043,Chaimae,Ennaji,chaimae.ennaji1043@univ.dz,password123,9
1044,STU01044,Farid,Rachidi,farid.rachidi1044@univ.dz,password123,10
1045,STU01045,Wijdan,Bachiri,wijdan.bachiri1045@univ.dz,password123,11
1046,STU01046,Radouane,El Omari,radouane.elomari1046@univ.dz,password123,12
1047,STU01047,Latifa,Chami,latifa.chami1047@univ.dz,password123,13
1048,STU01048,Mariam,Bouazzaoui,mariam.bouazzaoui1048@univ.dz,password123,14
1049,STU01049,Chakib,Ezzahiri,chakib.ezzahiri1049@univ.dz,password123,15
1050,STU01050,Iman,Sefrioui,iman.sefrioui1050@univ.dz,password123,16
1051,STU01051,Othmane,Zeroual,othmane.zeroual1051@univ.dz,password123,17
1052,STU01052,Fatima,Amiri,fatima.amiri1052@univ.dz,password123,18
1053,STU01053,Rachida,Ouladali,rachida.ouladali1053@univ.dz,password123,19
1054,STU01054,Zahra,Makhloufi,zahra.makhloufi1054@univ.dz,password123,20
1055,STU01055,Younes,Fikri,younes.fikri1055@univ.dz,password123,21
1056,STU01056,Amina,Lahlou,amina.lahlou1056@univ.dz,password123,22
1057,STU01057,Fadoua,Tadlaoui,fadoua.tadlaoui1057@univ.dz,password123,23
1058,STU01058,Jamal,Kettani,jamal.kettani1058@univ.dz,password123,24
1059,STU01059,Abdelaziz,Rahmani,abdelaziz.rahmani1059@univ.dz,password123,25
1060,STU01060,Fayçal,Zeroual,fayçal.zeroual1060@univ.dz,password123,26
1061,STU01061,Hanae,Filali,hanae.filali1061@univ.dz,password123,27
1062,STU01062,Aicha,Touimi,aicha.touimi1062@univ.dz,password123,28
1063,STU01063,Marouane,Mouline,marouane.mouline1063@univ.dz,password123,29
1064,STU01064,Chaima,Jaidi,chaima.jaidi1064@univ.dz,password123,30
1065,STU01065,Fadoua,Zaidi,fadoua.zaidi1065@univ.dz,password123,31
1066,STU01066,Rachida,Nejjar,rachida.nejjar1066@univ.dz,password123,32
1067,STU01067,Ikram,Abouzaid,ikram.abouzaid1067@univ.dz,password123,33
1068,STU01068,Kamal,Lahlou,kamal.lahlou1068@univ.dz,password123,34
1069,STU01069,Latifa,Meziane,latifa.meziane1069@univ.dz,password123,35
1070,STU01070,Jaouad,Soussi,jaouad.soussi1070@univ.dz,password123,36
1071,STU01071,Amine,Zaki,amine.zaki1071@univ.dz,password123,37
1072,STU01072,Hajar,Zaidi,hajar.zaidi1072@univ.dz,password123,38
1073,STU01073,Asmae,El Idrissi,asmae.elidrissi1073@univ.dz,password123,39
1074,STU01074,Meryem,El Omari,meryem.elomari1074@univ.dz,password123,40
1075,STU01075,Rania,Daoudi,rania.daoudi1075@univ.dz,password123,41
1076,STU01076,Farid,Yaacoubi,farid.yaacoubi1076@univ.dz,password123,42
1077,STU01077,El Mehdi,Jouahri,elmehdi.jouahri1077@univ.dz,password123,43
1078,STU01078,Touria,Errachidi,touria.errachidi1078@univ.dz,password123,44
1079,STU01079,Amina,Mouline,amina.mouline1079@univ.dz,password123,45
1080,STU01080,Soukaina,Naji,soukaina.naji1080@univ.dz,password123,1
1081,STU01081,Fadoua,Boutaleb,fadoua.boutaleb1081@univ.dz,password123,2
1082,STU01082,Salim,Benjelloun,salim.benjelloun1082@univ.dz,password123,3
1083,STU01083,Jamal,Daoudi,jamal.daoudi1083@univ.dz,password123,4
1084,STU01084,Zainab,Ibrahimi,zainab.ibrahimi1084@univ.dz,password123,5
1085,STU01085,Fadoua,Qorchi,fadoua.qorchi1085@univ.dz,password123,6
1086,STU01086,Latifa,Ezzahiri,latifa.ezzahiri1086@univ.dz,password123,7
1087,STU01087,Rachida,Benkirane,rachida.benkirane1087@univ.dz,password123,8
1088,STU01088,Mehdi,Qorchi,mehdi.qorchi1088@univ.dz,password123,9
1089,STU01089,Noureddine,Ennaji,noureddine.ennaji1089@univ.dz,password123,10
1090,STU01090,Taha,Amiri,taha.amiri1090@univ.dz,password123,11
1091,STU01091,Asmae,Bekkali,asmae.bekkali1091@univ.dz,password123,12
1092,STU01092,Ouafa,Raissouni,ouafa.raissouni1092@univ.dz,password123,13
1093,STU01093,Oumaima,Chaoui,oumaima.chaoui1093@univ.dz,password123,14
1094,STU01094,Oumayma,Mernissi,oumayma.mernissi1094@univ.dz,password123,15
1095,STU01095,Dounia,Laroui,dounia.laroui1095@univ.dz,password123,16
1096,STU01096,Karima,Chami,karima.chami1096@univ.dz,password123,17
1097,STU01097,Layla,Makhloufi,layla.makhloufi1097@univ.dz,password123,18
1098,STU01098,Fares,Lamrani,fares.lamrani1098@univ.dz,password123,19
1099,STU01099,Ilham,Daoudi,ilham.daoudi1099@univ.dz,password123,20
1100,STU01100,Hicham,Chraibi,hicham.chraibi1100@univ.dz,password123,21
1101,STU01101,Ayoub,Rahmani,ayoub.rahmani1101@univ.dz,password123,22
1102,STU01102,Bassam,Rahmani,bassam.rahmani1102@univ.dz,password123,23
1103,STU01103,Fatima,Ezzahiri,fatima.ezzahiri1103@univ.dz,password123,24
1104,STU01104,Karima,Belkadi,karima.belkadi1104@univ.dz,password123,25
1105,STU01105,Hiba,Wahbi,hiba.wahbi1105@univ.dz,password123,26
1106,STU01106,Ayoub,Jouahri,ayoub.jouahri1106@univ.dz,password123,27
1107,STU01107,Zainab,Dahbi,zainab.dahbi1107@univ.dz,password123,28
1108,STU01108,Naima,Bensaid,naima.bensaid1108@univ.dz,password123,29
1109,STU01109,Abderrahim,Idrissi,abderrahim.idrissi1109@univ.dz,password123,30
1110,STU01110,Ayoub,Idrissi,ayoub.idrissi1110@univ.dz,password123,31
1111,STU01111,Achraf,Oukacha,achraf.oukacha1111@univ.dz,password123,32
1112,STU01112,Rajae,Soussi,rajae.soussi1112@univ.dz,password123,33
1113,STU01113,Ghazi,Oukacha,ghazi.oukacha1113@univ.dz,password123,34
1114,STU01114,Jamila,Idrissi,jamila.idrissi1114@univ.dz,password123,35
1115,STU01115,Aymane,Oukacha,aymane.oukacha1115@univ.dz,password123,36
1116,STU01116,Achraf,Jaidi,achraf.jaidi1116@univ.dz,password123,37
1117,STU01117,Yassine,Ennaji,yassine.ennaji1117@univ.dz,password123,38
1118,STU01118,Khadija,Dahbi,khadija.dahbi1118@univ.dz,password123,39
1119,STU01119,Wassim,Lamrani,wassim.lamrani1119@univ.dz,password123,40
1120,STU01120,Oussama,Wahbi,oussama.wahbi1120@univ.dz,password123,41
1121,STU01121,Ikram,Zeroual,ikram.zeroual1121@univ.dz,password123,42
1122,STU01122,Chaima,Yamani,chaima.yamani1122@univ.dz,password123,43
1123,STU01123,Ali,Doukkali,ali.doukkali1123@univ.dz,password123,44
1124,STU01124,Hakim,Ismaili,hakim.ismaili1124@univ.dz,password123,45
1125,STU01125,Rachida,Errachidi,rachida.errachidi1125@univ.dz,password123,1
1126,STU01126,Chaimae,Touimi,chaimae.touimi1126@univ.dz,password123,2
1127,STU01127,Radouane,Jermoumi,radouane.jermoumi1127@univ.dz,password123,3
1128,STU01128,Omar,Faouzi,omar.faouzi1128@univ.dz,password123,4
1129,STU01129,Noureddine,El Kadiri,noureddine.elkadiri1129@univ.dz,password123,5
1130,STU01130,Elias,Filali,elias.filali1130@univ.dz,password123,6
1131,STU01131,Wafaa,Ziani,wafaa.ziani1131@univ.dz,password123,7
1132,STU01132,Zahra,Chaoui,zahra.chaoui1132@univ.dz,password123,8
1133,STU01133,Hiba,Bachiri,hiba.bachiri1133@univ.dz,password123,9
1134,STU01134,Aicha,Ezzahiri,aicha.ezzahiri1134@univ.dz,password123,10
1135,STU01135,Hafid,Loudiyi,hafid.loudiyi1135@univ.dz,password123,11
1136,STU01136,Meryem,Sefrioui,meryem.sefrioui1136@univ.dz,password123,12
1137,STU01137,Yassine,Bachiri,yassine.bachiri1137@univ.dz,password123,13
1138,STU01138,Ilham,Amiri,ilham.amiri1138@univ.dz,password123,14
1139,STU01139,Nisrine,Bekkali,nisrine.bekkali1139@univ.dz,password123,15
1140,STU01140,Karima,Bouzid,karima.bouzid1140@univ.dz,password123,16
1141,STU01141,Ghita,Zerhouni,ghita.zerhouni1141@univ.dz,password123,17
1142,STU01142,Rachid,Zaki,rachid.zaki1142@univ.dz,password123,18
1143,STU01143,Hiba,Zerhouni,hiba.zerhouni1143@univ.dz,password123,19
1144,STU01144,Rania,Rahmani,rania.rahmani1144@univ.dz,password123,20
1145,STU01145,Hamza,Mernissi,hamza.mernissi1145@univ.dz,password123,21
1146,STU01146,Sami,Mouline,sami.mouline1146@univ.dz,password123,22
1147,STU01147,Idriss,Kettani,idriss.kettani1147@univ.dz,password123,23
1148,STU01148,Ghazi,Raissouni,ghazi.raissouni1148@univ.dz,password123,24
1149,STU01149,Omar,Filali,omar.filali1149@univ.dz,password123,25
1150,STU01150,Salma,Doukkali,salma.doukkali1150@univ.dz,password123,26
1151,STU01151,Karim,El Hachimi,karim.elhachimi1151@univ.dz,password123,27
1152,STU01152,Basma,Soussi,basma.soussi1152@univ.dz,password123,28
1153,STU01153,Rachid,Ghannam,rachid.ghannam1153@univ.dz,password123,29
1154,STU01154,Zahra,Ouladali,zahra.ouladali1154@univ.dz,password123,30
1155,STU01155,Fadoua,Mansouri,fadoua.mansouri1155@univ.dz,password123,31
1156,STU01156,Safae,Tadlaoui,safae.tadlaoui1156@univ.dz,password123,32
1157,STU01157,Iman,Bouzid,iman.bouzid1157@univ.dz,password123,33
1158,STU01158,Nassim,Skalli,nassim.skalli1158@univ.dz,password123,34
1159,STU01159,Aymane,Zeroual,aymane.zeroual1159@univ.dz,password123,35
1160,STU01160,Zouhair,El Baz,zouhair.elbaz1160@univ.dz,password123,36
1161,STU01161,Manal,Benjelloun,manal.benjelloun1161@univ.dz,password123,37
1162,STU01162,Latifa,Bekkali,latifa.bekkali1162@univ.dz,password123,38
1163,STU01163,Layla,Bouhaj,layla.bouhaj1163@univ.dz,password123,39
1164,STU01164,Zouhair,Wahbi,zouhair.wahbi1164@univ.dz,password123,40
1165,STU01165,Sanaa,Ghannam,sanaa.ghannam1165@univ.dz,password123,41
1166,STU01166,Zakaria,Zerhouni,zakaria.zerhouni1166@univ.dz,password123,42
1167,STU01167,Bilal,Benjelloun,bilal.benjelloun1167@univ.dz,password123,43
1168,STU01168,Zineb,El Baz,zineb.elbaz1168@univ.dz,password123,44
1169,STU01169,Fares,Oukacha,fares.oukacha1169@univ.dz,password123,45
1170,STU01170,Ahmed,El Harrak,ahmed.elharrak1170@univ.dz,password123,1
1171,STU01171,Mounir,El Harrak,mounir.elharrak1171@univ.dz,password123,2
1172,STU01172,Zainab,Nejjar,zainab.nejjar1172@univ.dz,password123,3
1173,STU01173,Naima,El Ghazi,naima.elghazi1173@univ.dz,password123,4
1174,STU01174,Sara,Ennaji,sara.ennaji1174@univ.dz,password123,5
1175,STU01175,Samira,Sabri,samira.sabri1175@univ.dz,password123,6
1176,STU01176,El Mehdi,Tadlaoui,elmehdi.tadlaoui1176@univ.dz,password123,7
1177,STU01177,Abdelaziz,Guessous,abdelaziz.guessous1177@univ.dz,password123,8
1178,STU01178,Khalid,Benjelloun,khalid.benjelloun1178@univ.dz,password123,9
1179,STU01179,Ghali,El Fassi,ghali.elfassi1179@univ.dz,password123,10
1180,STU01180,Wijdan,Rahmani,wijdan.rahmani1180@univ.dz,password123,11
1181,STU01181,Adil,Errachidi,adil.errachidi1181@univ.dz,password123,12
1182,STU01182,Dina,Ennaji,dina.ennaji1182@univ.dz,password123,13
1183,STU01183,Touria,Bachiri,touria.bachiri1183@univ.dz,password123,14
1184,STU01184,Lahcen,Rahmani,lahcen.rahmani1184@univ.dz,password123,15
1185,STU01185,Rajae,Fikri,rajae.fikri1185@univ.dz,password123,16
1186,STU01186,Mariam,Ezzahiri,mariam.ezzahiri1186@univ.dz,password123,17
1187,STU01187,Abderrahim,Bouzid,abderrahim.bouzid1187@univ.dz,password123,18
1188,STU01188,Abderrahim,El Kadiri,abderrahim.elkadiri1188@univ.dz,password123,19
1189,STU01189,Chaima,Bouhaj,chaima.bouhaj1189@univ.dz,password123,20
1190,STU01190,Hassan,Errachidi,hassan.errachidi1190@univ.dz,password123,21
1191,STU01191,Jamal,El Fassi,jamal.elfassi1191@univ.dz,password123,22
1192,STU01192,Wafaa,Rhazi,wafaa.rhazi1192@univ.dz,password123,23
1193,STU01193,Salim,Meziane,salim.meziane1193@univ.dz,password123,24
1194,STU01194,Ghita,El Baz,ghita.elbaz1194@univ.dz,password123,25
1195,STU01195,Salma,Skalli,salma.skalli1195@univ.dz,password123,26
1196,STU01196,Nisrine,Mernissi,nisrine.mernissi1196@univ.dz,password123,27
1197,STU01197,Yousra,Faouzi,yousra.faouzi1197@univ.dz,password123,28
1198,STU01198,Touria,Faouzi,touria.faouzi1198@univ.dz,password123,29
1199,STU01199,Elias,Mansouri,elias.mansouri1199@univ.dz,password123,30
1200,STU01200,Zineb,Zaki,zineb.zaki1200@univ.dz,password123,31
1201,STU01201,Lina,Bachiri,lina.bachiri1201@univ.dz,password123,32
1202,STU01202,Omar,Prefsi,omar.prefsi1202@univ.dz,password123,33
1203,STU01203,Abir,El Baz,abir.elbaz1203@univ.dz,password123,34
1204,STU01204,Saida,Sefrioui,saida.sefrioui1204@univ.dz,password123,35
1205,STU01205,Najat,Jaidi,najat.jaidi1205@univ.dz,password123,36
1206,STU01206,Asmae,Bekkali,asmae.bekkali1206@univ.dz,password123,37
1207,STU01207,Abderrahim,Lamrani,abderrahim.lamrani1207@univ.dz,password123,38
1208,STU01208,Chaimae,Alaoui,chaimae.alaoui1208@univ.dz,password123,39
1209,STU01209,Asmae,Rhazi,asmae.rhazi1209@univ.dz,password123,40
1210,STU01210,Fadoua,El Maachi,fadoua.elmaachi1210@univ.dz,password123,41
1211,STU01211,Nadia,Khaldi,nadia.khaldi1211@univ.dz,password123,42
1212,STU01212,Khadija,Meziane,khadija.meziane1212@univ.dz,password123,43
1213,STU01213,Safae,Dahbi,safae.dahbi1213@univ.dz,password123,44
1214,STU01214,Hiba,Mansouri,hiba.mansouri1214@univ.dz,password123,45
1215,STU01215,Houda,Yamani,houda.yamani1215@univ.dz,password123,1
1216,STU01216,Radouane,El Kadiri,radouane.elkadiri1216@univ.dz,password123,2
1217,STU01217,Hajar,Hassani,hajar.hassani1217@univ.dz,password123,3
1218,STU01218,Rajae,Benjelloun,rajae.benjelloun1218@univ.dz,password123,4
1219,STU01219,Youssef,Ziani,youssef.ziani1219@univ.dz,password123,5
1220,STU01220,Riad,El Amrani,riad.elamrani1220@univ.dz,password123,6
1221,STU01221,Hanae,Wahbi,hanae.wahbi1221@univ.dz,password123,7
1222,STU01222,Karima,Touimi,karima.touimi1222@univ.dz,password123,8
1223,STU01223,Amine,Errachidi,amine.errachidi1223@univ.dz,password123,9
